55242 91467
49222 49818 76
49224 55187 77
49225 55160 19
49227 52476 28
49227 51741 196
49228 49229 7
49229 54905 545
49230 49710 55
49232 52308 100
49232 52318 85
49233 51973 161
49233 55143 123
49234 52129 126
49235 54685 62
49237 51968 42
49238 49240 104
49238 53926 61
49239 53926 46
49240 51963 37
49241 49431 82
49242 49243 108
49242 54291 137
49243 49244 76
49246 51201 168
49248 54204 12
49248 53638 84
49249 49453 22
49249 54146 23
49250 49251 37
49250 49277 206
49251 49252 163
49254 52969 218
49254 55141 275
49255 53437 166
49256 51220 108
49256 52969 36
49257 53360 70
49257 51220 73
49258 53360 73
49262 51975 56
49262 54668 52
49263 50920 107
49264 53783 90
49265 52904 39
49265 49266 32
49266 52904 47
49267 49268 57
49269 49542 10
49269 53632 49
49270 49647 50
49271 49272 77
49271 54702 37
49272 49273 82
49273 49274 83
49274 49275 93
49275 49276 189
49276 49277 195
49278 49279 86
49279 49280 82
49280 49281 83
49282 49283 78
49283 49284 80
49284 49285 79
49285 49286 79
49286 50029 81
49287 49288 81
49287 50029 11
49288 49289 29
49289 50035 36
49289 50036 37
49290 49291 100
49290 50036 71
49291 49292 159
49292 49293 79
49293 49294 80
49294 49295 101
49295 49296 132
49298 49299 188
49299 49300 187
49300 49301 92
49301 49302 92
49302 49303 65
49303 49304 105
49304 49305 99
49305 49306 80
49306 52865 19
49306 49307 80
49309 49310 14
49314 53500 59
49315 49316 123
49315 54727 52
49316 49317 12
49316 49777 158
49317 54729 174
49317 49776 155
49318 54406 315
49318 51091 12
49318 49775 418
49318 49777 8
49319 50176 75
49320 50382 37
49320 53171 37
49322 49854 40
49326 49327 166
49328 49329 48
49329 50165 73
49330 49331 78
49333 49334 14
49337 49338 551
49337 55098 231
49337 55035 803
49338 55097 309
49340 49414 319
49343 51501 80
49345 52297 46
49347 51489 79
49349 53254 158
49349 53252 10
49350 53252 75
49351 50368 9
49351 53253 75
49357 49611 14
49358 51254 145
49358 49359 11
49360 51198 64
49360 49440 69
49361 49362 9
49362 49363 20
49362 50690 1043
49365 51096 62
49365 49366 129
49366 51096 81
49367 49368 19
49368 49369 78
49370 54637 78
49372 54571 184
49372 53065 22
49372 49373 10
49373 49374 144
49375 53060 39
49375 49376 45
49376 53060 22
49377 53060 118
49377 53061 25
49378 49379 21
49382 52439 31
49382 49383 20
49383 52439 39
49384 49386 34
49384 49385 38
49388 49389 180
49390 49391 460
49391 49392 188
49392 49393 78
49393 49394 80
49394 49395 80
49395 49396 204
49396 49397 93
49397 49398 147
49398 49399 127
49399 49400 123
49400 49401 84
49401 49402 165
49403 49404 78
49404 49415 83
49405 49415 79
49406 51838 96
49409 49410 10
49412 49413 83
49417 49418 29
49417 54861 219
49420 49421 122
49421 49422 67
49421 53586 91
49422 49423 126
49423 49424 82
49423 49425 162
49427 51471 138
49428 49429 78
49429 49498 277
49430 49518 1193
49433 49541 26
49434 51593 24
49436 49437 53
49437 50724 193
49438 49439 16
49439 49466 37
49440 53761 74
49441 49620 32
49444 49445 93
49445 49447 60
49450 49452 81
49450 55152 12
49451 49452 76
49453 54146 5
49454 51542 88
49454 51788 34
49455 49456 81
49459 49460 20
49463 49464 82
49465 52546 8
49465 52547 13
49466 54839 74
49468 49836 39
49469 54509 79
49469 54510 110
49470 49472 32
49474 49475 23
49474 49477 178
49476 49485 94
49478 49479 9
49478 52918 69
49478 49482 73
49479 49480 85
49479 49483 141
49480 49481 102
49481 49484 96
49486 51681 21
49487 52133 90
49489 52926 5
49490 52909 7
49490 53551 32
49493 49494 35
49497 53046 273
49499 49500 58
49501 49502 86
49507 52585 51
49508 52585 39
49509 52928 5
49510 52927 6
49511 49513 80
49511 49512 83
49512 49513 21
49516 49518 378
49517 49519 316
49522 49524 178
49523 49524 99
49526 49527 19
49528 49529 20
49532 52058 648
49532 49533 110
49533 49534 449
49534 49535 97
49536 49537 53
49538 49540 42
49539 49540 41
49542 53631 55
49546 54510 9
49547 49564 79
49548 49556 82
49548 49557 72
49549 49557 76
49549 49558 73
49550 49558 74
49550 49559 75
49551 49561 83
49551 49562 79
49552 49553 78
49552 49563 78
49553 49554 78
49554 49562 78
49555 49563 77
49555 49564 77
49559 49560 77
49559 55106 8
49560 49561 85
49565 49566 152
49568 54930 36
49568 54929 61
49570 50293 70
49576 54597 72
49576 49578 69
49577 49578 73
49582 53819 14
49583 49584 88
49587 53267 64
49587 49591 13
49588 49589 29
49589 49590 15
49589 49592 11
49590 49592 17
49591 49592 8
49591 53267 61
49594 49595 256
49596 49597 29
49596 49598 45
49597 49598 33
49603 52503 34
49603 52506 29
49604 49605 59
49604 54246 120
49609 49610 14
49609 52616 106
49615 49616 82
49617 49618 11
49617 49980 14
49618 49980 14
49622 51406 74
49623 51069 34
49627 53058 98
49627 52149 202
49627 51434 245
49629 49630 23
49631 49635 24
49631 49633 16
49632 49635 45
49633 49634 35
49637 53130 26
49637 53131 76
49638 49641 138
49638 49640 141
49639 49643 131
49639 49642 96
49641 49642 46
49653 49654 53
49653 49656 50
49654 49656 22
49658 49659 80
49659 49660 79
49661 49662 82
49664 49666 13
49664 49665 63
49665 49666 63
49666 51645 81
49670 52314 31
49670 52315 34
49671 49672 47
49676 49677 13
49676 53953 195
49678 54634 79
49679 49729 8
49679 49843 9
49679 49730 58
49680 49681 25
49682 53734 10
49682 55202 100
49682 53735 68
49683 52936 7
49684 52936 11
49685 52931 11
49685 50976 21
49685 52932 13
49687 55159 244
49687 49747 66
49689 55087 238
49689 55086 18
49691 49692 198
49693 52395 6
49694 49695 22
49699 54696 264
49700 55050 50
49701 52827 203
49701 49702 5
49702 49704 215
49703 49704 227
49703 49705 137
49707 49708 123
49707 49709 18
49711 49712 16
49715 49716 28
49716 49718 6
49716 49717 5
49719 49723 40
49719 54768 76
49719 49720 27
49720 49722 10
49720 49721 11
49723 49724 28
49725 52335 16
49727 53537 18
49728 49729 11
49730 49843 58
49731 51790 81
49735 49740 331
49736 49737 80
49736 49739 80
49737 49738 87
49738 49741 245
49738 55022 88
49741 52351 74
49742 49746 12
49742 53301 288
49742 49745 141
49743 49745 12
49743 49744 69
49743 49746 142
49744 49745 69
49746 53300 285
49749 49750 147
49750 49751 24
49752 53665 265
49753 54915 783
49755 49759 31
49755 49756 18
49755 53502 150
49755 54242 19
49756 53565 54
49756 54242 28
49757 49758 11
49757 53565 18
49758 53565 104
49758 49759 68
49760 52590 72
49761 49762 12
49761 54405 9
49762 54406 9
49762 51091 318
49763 54405 414
49765 49766 234
49766 49767 8
49768 53686 165
49769 49770 329
49770 54725 269
49771 49911 86
49771 54725 10
49772 54728 32
49774 49775 12
49774 54405 150
49774 49779 8
49775 49778 8
49775 54406 152
49776 49777 12
49776 51091 7
49777 49778 431
49778 49779 12
49779 49896 193
49781 50384 146
49782 54490 33
49782 54491 34
49783 53329 22
49784 49807 13
49784 54931 76
49785 49801 75
49785 49800 111
49786 49805 75
49788 49803 38
49788 49811 34
49789 49804 128
49789 49812 47
49790 49791 6
49790 49804 314
49791 49792 123
49792 49805 76
49796 49797 76
49797 49798 10
49798 49799 76
49799 49800 76
49802 49812 40
49803 49811 34
49806 49807 16
49807 54932 78
49808 49809 25
49809 49810 31
49809 52080 113
49811 49812 7
49813 49814 6
49817 53904 28
49818 49819 10
49820 49821 205
49820 49822 338
49821 49825 119
49823 49824 8
49823 49828 62
49824 49825 74
49826 49828 122
49826 49827 94
49829 50992 31
49829 51667 18
49830 49831 92
49832 49833 24
49837 55225 33
49838 49839 12
49838 49840 201
49841 50625 67
49841 52519 176
49842 49843 72
49843 53536 32
49844 52274 27
49847 49848 606
49849 49850 32
49851 49852 28
49856 53326 19
49857 49858 16
49858 50154 152
49859 54064 9
49860 54344 64
49860 51731 46
49862 54591 70
49863 49864 3
49863 54757 10
49863 49865 147
49865 54756 9
49868 50063 13
49870 49871 79
49871 49872 78
49872 49873 79
49875 49876 28
49877 53098 208
49878 53098 262
49881 49883 560
49884 51035 76
49885 54735 38
49886 49904 43
49886 49887 154
49887 49903 81
49888 49901 73
49888 49889 75
49889 49900 114
49890 49900 48
49890 49899 10
49891 49899 75
49891 49892 75
49892 49898 76
49894 49898 212
49894 49897 77
49895 49897 274
49895 49896 145
49897 54724 12
49900 51897 10
49901 49902 116
49902 49903 82
49904 49905 37
49907 53980 29
49908 49909 11
49908 51192 147
49909 49910 128
49910 49911 13
49910 54725 88
49912 50455 25
49916 49917 10
49916 49918 39
49917 49919 40
49918 49919 10
49920 49921 9
49920 49922 41
49921 49923 41
49922 49923 9
49924 49925 8
49924 49926 45
49925 49927 43
49926 49927 8
49928 49929 12
49930 54668 10
49930 49931 93
49930 51975 109
49931 51237 59
49932 49933 66
49932 53144 41
49933 49934 12
49934 54610 3
49934 52337 6
49935 53148 53
49935 49993 80
49936 49957 53
49936 53145 68
49936 53146 8
49937 51873 31
49937 51874 26
49937 53151 22
49938 49939 90
49938 51874 57
49939 49953 78
49940 49941 79
49940 49952 82
49941 49951 80
49942 49943 84
49942 51607 81
49943 49944 45
49945 52946 86
49945 52948 75
49945 49946 79
49946 49947 46
49948 49949 10
49950 54613 99
49951 54613 77
49952 51872 94
49953 51872 99
49954 53141 12
49954 53151 108
49954 49955 34
49955 49956 152
49956 53149 87
49957 49958 33
49958 53147 83
49959 51122 101
49960 51111 35
49960 51110 43
49961 49962 139
49963 49968 130
49965 54941 27
49965 52959 180
49968 52187 30
49969 49986 167
49970 49971 108
49970 49987 133
49971 49988 11
49972 49973 81
49972 49989 78
49973 49974 78
49974 49975 76
49975 49976 76
49976 49990 77
49977 49978 77
49977 49990 75
49978 49979 217
49979 49980 137
49980 49981 156
49981 49982 204
49982 49983 204
49983 49985 148
49984 49985 14
49986 49987 166
49988 49989 154
49992 51123 42
49992 50340 77
49993 53134 58
49994 49996 91
49995 49996 50
49997 50000 218
49998 51541 80
49998 49999 77
49999 53655 80
50000 51541 83
50001 52883 84
50001 50002 91
50002 50003 78
50003 50004 78
50004 50005 79
50005 50006 80
50007 51599 85
50007 53235 11
50008 50900 40
50008 51271 23
50009 51270 10
50009 50230 182
50010 50230 9
50010 50014 199
50011 51268 159
50011 50012 25
50012 50902 21
50013 50034 60
50013 50014 11
50015 50032 155
50015 50019 207
50016 51762 11
50016 50030 104
50016 50022 127
50016 50021 70
50018 50019 46
50018 50033 197
50020 50021 125
50020 50031 191
50022 50029 11
50023 50024 11
50023 51121 205
50024 51054 44
50025 50026 50
50027 51121 18
50027 50972 188
50028 50972 204
50028 50029 199
50031 50032 249
50033 50034 150
50035 50036 30
50038 53784 76
50039 53059 17
50039 54571 240
50040 52964 5
50042 50472 35
50043 50044 22
50051 54840 14
50052 50054 44
50053 53896 63
50054 53878 26
50055 50056 23
50056 53508 78
50057 50058 22
50057 53886 36
50058 53886 30
50062 50636 18
50066 54542 28
50067 54244 21
50067 50068 74
50067 54243 14
50069 50070 25
50069 52201 62
50070 50071 37
50071 52201 40
50073 50074 397
50074 50075 458
50075 50635 363
50076 50077 17
50080 54134 71
50081 50275 21
50081 50274 26
50082 50083 103
50086 50087 32
50088 50089 239
50091 51414 709
50093 51429 38
50094 51428 49
50095 50097 61
50095 50096 35
50096 52302 515
50099 53009 53
50100 50101 31
50102 50103 11
50103 50104 8
50107 54851 110
50111 53324 207
50112 50129 83
50112 50113 9
50113 50125 125
50113 50114 235
50114 53040 191
50114 50115 88
50115 50337 38
50116 50122 82
50116 50117 83
50117 50123 82
50118 50124 79
50118 50338 21
50119 50338 62
50119 50120 20
50120 50121 82
50122 50337 41
50123 50124 82
50125 50126 48
50126 50127 153
50127 50128 10
50128 51156 90
50129 50130 12
50130 50833 25
50130 50131 42
50135 50136 33
50138 50141 96
50138 50140 6
50139 50141 36
50140 54212 24
50141 50562 9
50141 51648 134
50142 50143 44
50143 50291 72
50147 50151 157
50147 50148 26
50149 50150 14
50150 50151 247
50152 50160 75
50152 50164 44
50153 50156 64
50154 50158 53
50155 50162 80
50155 50158 24
50156 50161 76
50157 50161 75
50157 50163 76
50159 50164 30
50159 50162 48
50160 50163 77
50166 50167 20
50169 50170 41
50171 50172 28
50173 53596 154
50174 50175 55
50177 50178 51
50179 52543 13
50179 50181 78
50180 50181 82
50180 50182 81
50182 53219 97
50182 50183 80
50183 53218 83
50185 54692 35
50186 50198 35
50186 52676 20
50186 54049 43
50187 50191 75
50187 50194 77
50188 50197 11
50188 50194 80
50188 50198 94
50189 53618 37
50189 52662 35
50189 55241 31
50189 50195 289
50190 50198 8
50190 52674 49
50190 50197 86
50191 50199 9
50191 50195 76
50192 50199 76
50192 50195 10
50192 52668 129
50192 53618 239
50193 50194 9
50193 52670 165
50193 50197 81
50193 50196 77
50196 50199 75
50196 52669 143
50199 52667 131
50201 54086 10
50203 50623 66
50203 54350 9
50204 54350 33
50204 50206 153
50205 50207 26
50205 53804 43
50207 53804 30
50208 50210 122
50208 50209 36
50210 50211 39
50212 50213 34
50213 54992 36
50214 50216 110
50214 50217 78
50215 50636 56
50218 50219 94
50219 53634 52
50219 53702 79
50221 53546 46
50223 50224 63
50224 50225 48
50226 50227 22
50228 50881 10
50229 50881 25
50229 50883 93
50230 50231 12
50231 50232 79
50232 50237 79
50233 50234 77
50233 50237 77
50234 50235 78
50235 50236 32
50239 50240 79
50239 52126 72
50240 50241 79
50241 50242 78
50244 50245 79
50245 50248 77
50246 50247 79
50246 51971 66
50247 51969 223
50247 50248 78
50249 50250 10
50249 50251 36
50250 50252 35
50251 50252 10
50251 50253 25
50253 50254 33
50254 50255 26
50256 50257 27
50258 50265 9
50258 50269 71
50259 50270 82
50259 50267 82
50260 51523 94
50260 50272 72
50261 50262 78
50261 50271 106
50262 50270 12
50262 50266 162
50263 53085 101
50263 50265 85
50263 50269 59
50264 50271 12
50264 53083 11
50264 50273 402
50264 50268 52
50266 50267 11
50266 51342 55
50266 50272 85
50267 51529 35
50268 53010 49
50268 50270 127
50272 51342 54
50274 50275 33
50276 50277 30
50276 50278 27
50277 50278 38
50279 52221 249
50280 50296 10
50280 50294 80
50281 50282 9
50281 50293 82
50281 50283 99
50282 50284 100
50283 50284 9
50283 50285 72
50284 50286 72
50285 50286 10
50285 50287 46
50286 50288 46
50287 50288 9
50287 50289 40
50288 50290 40
50289 50290 9
50289 50292 132
50291 50292 150
50291 50305 150
50292 51962 96
50293 50294 87
50294 50646 9
50295 50296 49
50296 50646 80
50297 50298 13
50297 50301 66
50297 50303 149
50299 50300 12
50299 50303 34
50301 50302 90
50304 50305 108
50307 50308 23
50307 54001 32
50308 54001 27
50309 50310 84
50310 50311 60
50312 50315 9
50313 50314 32
50313 50315 57
50315 50651 88
50318 50319 63
50320 50321 49
50322 50323 54
50326 50333 8
50326 50328 78
50326 50330 79
50327 50331 8
50327 50328 79
50328 50329 8
50329 50333 79
50329 50331 79
50330 50332 8
50332 50333 78
50336 50337 21
50340 50941 86
50342 50349 11
50343 51320 11
50343 53113 376
50343 51698 189
50344 51320 191
50344 51698 9
50346 50349 73
50346 53113 86
50347 50348 29
50350 50351 80
50351 50352 80
50353 50354 242
50353 53338 280
50354 50355 43
50355 50356 75
50356 53535 10
50356 50357 79
50357 50358 77
50358 50359 79
50359 50360 236
50360 50373 10
50361 50372 13
50361 50373 10
50363 50364 58
50367 50369 88
50367 51736 165
50368 50371 75
50368 50370 77
50369 50371 10
50370 50946 252
50370 53247 88
50371 53253 9
50375 52592 16
50376 53611 11
50376 54396 15
50380 53079 150
50380 53082 36
50380 54866 18
50382 53171 10
50383 50686 237
50384 50385 130
50386 53315 89
50386 50387 202
50387 50388 28
50388 50389 71
50389 50390 119
50391 50392 239
50392 50393 237
50393 50394 253
50395 50397 174
50395 51749 175
50396 50398 198
50397 53292 41
50398 51749 57
50402 50403 58
50405 50412 12
50405 50410 84
50405 50413 77
50406 50409 242
50407 50413 12
50407 50412 72
50408 50410 12
50408 50412 95
50408 50411 155
50409 50411 12
50409 50410 166
50424 50425 26
50427 50428 63
50437 50438 9
50442 55001 82
50442 54996 17
50443 50447 89
50443 54998 94
50444 50445 108
50444 50447 99
50445 50446 11
50445 50449 78
50446 50450 79
50447 50448 11
50449 50450 12
50449 53009 71
50450 53008 76
50451 50454 133
50451 50453 10
50452 54103 36
50452 54102 99
50453 54100 96
50454 54102 97
50456 50458 13
50456 50457 189
